title,title_normalized,genre,release_date,duration,cover_image,likes,times_played,album_id,link
Pussy & Millions (feat. Travis Scott),pussy & millions (feat. travis scott),canadian hip hop,2022-11-04,04:02,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,522,4755,53,https://open.spotify.com/track/2KLwPaRDOB87XOYAT2fgxh
Intro,intro,canadian hip hop,2022-06-17,00:36,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,676,61205,54,https://open.spotify.com/track/1kNdtonJXHorsVpWerK8C2
Falling Back,falling back,canadian hip hop,2022-06-17,04:26,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,170,77685,54,https://open.spotify.com/track/1vbn9fEyw1IYhqgZJdu9ZB
Texts Go Green,texts go green,canadian hip hop,2022-06-17,05:08,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,211,6547,54,https://open.spotify.com/track/4FIgHqXd4KkOwxrGeLDYM2
Currents,currents,canadian hip hop,2022-06-17,02:37,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,653,64150,54,https://open.spotify.com/track/1eCFz60zd7mAXgWLapPd9B
A Keeper,a keeper,canadian hip hop,2022-06-17,02:53,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,496,92264,54,https://open.spotify.com/track/0nAZGkBGKQCXyaoSJfRhC1
Calling My Name,calling my name,canadian hip hop,2022-06-17,02:09,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,818,137,54,https://open.spotify.com/track/7sT7kZEYd1MrmzLLIRVZas
Sticky,sticky,canadian hip hop,2022-06-17,04:03,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,635,79348,54,https://open.spotify.com/track/4rmVZajAF7PkrCagGPHbqa
Massive,massive,canadian hip hop,2022-06-17,05:36,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,835,30471,54,https://open.spotify.com/track/28JBD8p18xNuOfyV7Cotdn
Flight's Booked,flight's booked,canadian hip hop,2022-06-17,04:14,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,347,10431,54,https://open.spotify.com/track/6Yj7Zhxt73uvwFFvzQXdxO
Overdrive,overdrive,canadian hip hop,2022-06-17,03:22,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,776,59715,54,https://open.spotify.com/track/7hRlTK3mgFTBEjX7DjqBsI
Champagne Poetry,champagne poetry,canadian hip hop,2021-09-03,05:36,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,749,71790,55,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk
Papi’s Home,papis home,canadian hip hop,2021-09-03,02:58,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,850,50232,55,https://open.spotify.com/track/6jy9yJfgCsMHdu2Oz4BGKX
Girls Want Girls (with Lil Baby),girls want girls (with lil baby),canadian hip hop,2021-09-03,03:41,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,643,68100,55,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
In The Bible (with Lil Durk & Giveon),in the bible (with lil durk & giveon),canadian hip hop,2021-09-03,04:56,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,666,38140,55,https://open.spotify.com/track/61S79KIVA4I9FXbnsylEHT
Love All (with JAY-Z),love all (with jay-z),canadian hip hop,2021-09-03,03:48,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,149,31842,55,https://open.spotify.com/track/4VCbgIdr8ptegWeJpqLVHH
Fair Trade (with Travis Scott),fair trade (with travis scott),canadian hip hop,2021-09-03,04:51,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,411,12692,55,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
Way 2 Sexy (with Future & Young Thug),way 2 sexy (with future & young thug),canadian hip hop,2021-09-03,04:17,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,800,41912,55,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
TSU,tsu,canadian hip hop,2021-09-03,05:08,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,45,23451,55,https://open.spotify.com/track/4s7QLoImIwmPi9L6dq1nVW
N 2 Deep,n 2 deep,canadian hip hop,2021-09-03,04:33,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,107,79254,55,https://open.spotify.com/track/34D6FJysnQioVingDKufuf
Pipe Down,pipe down,canadian hip hop,2021-09-03,03:25,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,471,31902,55,https://open.spotify.com/track/11pEKMLmavDu8fxOB5QjbQ
Deep Pockets,deep pockets,canadian hip hop,2020-05-01,03:42,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,641,54531,56,https://open.spotify.com/track/3IvMYBE7A3c7to1aEcfFJk
When To Say When,when to say when,canadian hip hop,2020-05-01,03:43,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,744,92132,56,https://open.spotify.com/track/5TCBWmEBrin7etRa4Lswr1
Chicago Freestyle (feat. Giveon),chicago freestyle (feat. giveon),canadian hip hop,2020-05-01,03:40,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,740,81839,56,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
Not You Too (feat. Chris Brown),not you too (feat. chris brown),canadian hip hop,2020-05-01,04:29,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,695,51362,56,https://open.spotify.com/track/3Q4gttWQ6hxqWOa3tHoTNi
Toosie Slide,toosie slide,canadian hip hop,2020-05-01,04:07,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,673,39290,56,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
Desires (with Future),desires (with future),canadian hip hop,2020-05-01,03:57,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,678,12882,56,https://open.spotify.com/track/7eYAHC0RbBF9eaqWzT34Aq
Time Flies,time flies,canadian hip hop,2020-05-01,03:12,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,301,6784,56,https://open.spotify.com/track/5H4mXWKcicuLKDn4Jy0sK7
Landed,landed,canadian hip hop,2020-05-01,02:32,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,393,15094,56,https://open.spotify.com/track/3KixNgUEaDtrKJVzdqjU5q
D4L,d4l,canadian hip hop,2020-05-01,03:09,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,947,19867,56,https://open.spotify.com/track/5fHrHoJKfCgBd35zwIBmUK
Pain 1993 (with Playboi Carti),pain 1993 (with playboi carti),canadian hip hop,2020-05-01,02:29,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,438,84576,56,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
Dreams Money Can Buy,dreams money can buy,canadian hip hop,2019-08-02,04:13,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,409,95316,57,https://open.spotify.com/track/1qyFlfPREPbRcS2BNszdYI
The Motion,the motion,canadian hip hop,2019-08-02,04:00,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,239,18515,57,https://open.spotify.com/track/0Tacxc5lDJ8LwiO1pWNSl8
How Bout Now,how bout now,canadian hip hop,2019-08-02,03:55,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,161,61911,57,https://open.spotify.com/track/4n4BflhWjCHIxrI4v7Xt9s
Trust Issues,trust issues,canadian hip hop,2019-08-02,04:41,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,12,69197,57,https://open.spotify.com/track/4Wjhj0WjkyECccfHVIgaTq
Days in The East,days in the east,canadian hip hop,2019-08-02,05:53,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,61,29487,57,https://open.spotify.com/track/4czcw3NVLY0of5hTD7OufN
Draft Day,draft day,canadian hip hop,2019-08-02,04:26,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,517,97863,57,https://open.spotify.com/track/3W3FVHEDetkiRkkGKDmdir
4pm in Calabasas,4pm in calabasas,canadian hip hop,2019-08-02,04:00,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,391,66507,57,https://open.spotify.com/track/6C9SwoZ5OrxcvkntgA5t8s
5 Am in Toronto,5 am in toronto,canadian hip hop,2019-08-02,03:25,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,806,59266,57,https://open.spotify.com/track/0FnxK9FEAQyPJ284QcieNb
I Get Lonely,i get lonely,canadian hip hop,2019-08-02,04:13,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,512,26646,57,https://open.spotify.com/track/3sMC6vfTTSa0mMAPTwzDVD
My Side,my side,canadian hip hop,2019-08-02,04:54,https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a,227,45208,57,https://open.spotify.com/track/4alHkxxwAhvoGg3dJCATKV
Survival,survival,canadian hip hop,2018-06-29,02:16,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,676,33088,58,https://open.spotify.com/track/2yg9UN4eo5eMVJ7OB4RWj3
Nonstop,nonstop,canadian hip hop,2018-06-29,03:58,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,473,90787,58,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
Elevate,elevate,canadian hip hop,2018-06-29,03:04,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,80,69243,58,https://open.spotify.com/track/3szf2z1Cy1QMrtHrbn8rz9
Emotionless,emotionless,canadian hip hop,2018-06-29,05:02,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,149,54834,58,https://open.spotify.com/track/5Psnhdkyanjpgc2P8A5TSM
God's Plan,god's plan,canadian hip hop,2018-06-29,03:18,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,444,39256,58,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
I'm Upset,i'm upset,canadian hip hop,2018-06-29,03:34,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,950,3562,58,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
8 Out Of 10,8 out of 10,canadian hip hop,2018-06-29,03:15,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,891,93770,58,https://open.spotify.com/track/0zqy3ss4CwD6u4QPksS0nI
Mob Ties,mob ties,canadian hip hop,2018-06-29,03:25,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,574,89320,58,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
Can’t Take A Joke,cant take a joke,canadian hip hop,2018-06-29,02:43,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,825,88888,58,https://open.spotify.com/track/1dUHF4RyMmMTveJ0Rby6Xm
Sandra’s Rose,sandras rose,canadian hip hop,2018-06-29,03:36,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,489,19559,58,https://open.spotify.com/track/6cblRiEGDRNZgowcm951R3
Free Smoke,free smoke,canadian hip hop,2017-03-18,03:38,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,194,28469,59,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8
No Long Talk,no long talk,canadian hip hop,2017-03-18,02:29,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,157,46367,59,https://open.spotify.com/track/6CfrYuD3YRDYdYvH9jNtXY
Passionfruit,passionfruit,canadian hip hop,2017-03-18,04:58,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,251,94425,59,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
Jorja Interlude,jorja interlude,canadian hip hop,2017-03-18,01:47,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,688,88774,59,https://open.spotify.com/track/13e6f8t7RKXuxZ0JdaaJRG
Get It Together,get it together,canadian hip hop,2017-03-18,04:10,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,561,78763,59,https://open.spotify.com/track/7y6c07pgjZvtHI9kuMVqk1
Madiba Riddim,madiba riddim,canadian hip hop,2017-03-18,03:25,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,555,39445,59,https://open.spotify.com/track/76gUmNLXGQVOsGhfcshkFP
Blem,blem,canadian hip hop,2017-03-18,03:36,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,980,42712,59,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt
4422,4422,canadian hip hop,2017-03-18,03:06,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,939,4437,59,https://open.spotify.com/track/2fkeWbM6iqTw7oGHTYm2lw
Gyalchester,gyalchester,canadian hip hop,2017-03-18,03:09,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,377,91083,59,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi
Skepta Interlude,skepta interlude,canadian hip hop,2017-03-18,02:23,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,429,12282,59,https://open.spotify.com/track/2dfqS3MRtbLZSZA1IL8xY5
Keep The Family Close,keep the family close,canadian hip hop,2016-05-06,05:28,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,225,92699,60,https://open.spotify.com/track/7sBwAWyXfiIgrYQ8BaJESH
9,9,canadian hip hop,2016-05-06,04:15,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,926,75204,60,https://open.spotify.com/track/1C7KSXR2GVxknex6I4ANco
U With Me?,u with me?,canadian hip hop,2016-05-06,04:57,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,586,25915,60,https://open.spotify.com/track/03L2AoiRbWhvt7BDMx1jUB
Feel No Ways,feel no ways,canadian hip hop,2016-05-06,04:00,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,518,29867,60,https://open.spotify.com/track/3cjF2OFRmip8spwZYQRKxP
Hype,hype,canadian hip hop,2016-05-06,03:29,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,206,70934,60,https://open.spotify.com/track/5NFYuqu8V6QXc6mzcLImd6
Weston Road Flows,weston road flows,canadian hip hop,2016-05-06,04:13,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,486,69554,60,https://open.spotify.com/track/4PA16FAl8LPmFmOhARawdV
Redemption,redemption,canadian hip hop,2016-05-06,05:33,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,314,32803,60,https://open.spotify.com/track/4cRBqWBjuccCowYVHFlXK6
With You,with you,canadian hip hop,2016-05-06,03:15,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,928,34419,60,https://open.spotify.com/track/3aJkV6DUTSCqOwVwaBDG9B
Faithful,faithful,canadian hip hop,2016-05-06,04:50,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,827,97363,60,https://open.spotify.com/track/2qLcJOLrh6Djda4uLbldSA
Still Here,still here,canadian hip hop,2016-05-06,03:09,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,622,54554,60,https://open.spotify.com/track/433P7tDcIAi6NLnf4Sh6tI
Born Singer,born singer,k-pop,2022-06-10,03:58,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,178,65903,61,https://open.spotify.com/track/1IthE5GNiRzFN5CVaCa445
No More Dream,no more dream,k-pop,2022-06-10,03:42,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,276,2083,61,https://open.spotify.com/track/27S8iOXD7Z58yvJtyk2S9j
N.O,n.o,k-pop,2022-06-10,03:29,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,799,99847,61,https://open.spotify.com/track/2GEnvQgSJhedm2sqZlOP8o
Boy In Luv,boy in luv,k-pop,2022-06-10,03:51,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,412,49308,61,https://open.spotify.com/track/0vMk4IrUfSJQkhwZnVX6us
Danger,danger,k-pop,2022-06-10,04:05,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,99,10870,61,https://open.spotify.com/track/0Q53fuiKLGjDKD7Mme7EoQ
I NEED U,i need u,k-pop,2022-06-10,03:30,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,565,86149,61,https://open.spotify.com/track/1GunnGtZCSjLUAPG6yrDUC
RUN,run,k-pop,2022-06-10,03:56,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,410,54671,61,https://open.spotify.com/track/20Qqyt4bd1oe4KmkTagb2K
Burning Up (FIRE),burning up (fire),k-pop,2022-06-10,03:23,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,403,56596,61,https://open.spotify.com/track/5cQPIQAF2T1elxWs7EqB9W
Blood Sweat & Tears,blood sweat & tears,k-pop,2022-06-10,03:37,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,868,24852,61,https://open.spotify.com/track/1wiqEFd8phSCSlteDLSyp2
Spring Day,spring day,k-pop,2022-06-10,04:34,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,898,78757,61,https://open.spotify.com/track/4upRoEWkMWhhMfEgPZMFRP
Life Goes On,life goes on,k-pop,2020-11-20,03:27,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,616,11544,62,https://open.spotify.com/track/5FVbvttjEvQ8r2BgUcJgNg
Fly To My Room,fly to my room,k-pop,2020-11-20,03:42,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,570,55375,62,https://open.spotify.com/track/1NHl9g36Ebu3g16y0vtUNV
Blue & Grey,blue & grey,k-pop,2020-11-20,04:14,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,127,70767,62,https://open.spotify.com/track/7Ki0hse0IfXEcXUlpyECbJ
Skit,skit,k-pop,2020-11-20,02:59,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,327,9899,62,https://open.spotify.com/track/16SFlxZd0oH4YA7KvCQlsG
Telepathy,telepathy,k-pop,2020-11-20,03:22,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,183,34411,62,https://open.spotify.com/track/6Fnvi5QnVkTskSzeRvvQds
Dis-ease,dis-ease,k-pop,2020-11-20,03:59,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,759,87274,62,https://open.spotify.com/track/0hxeouHqP3qzpTHerA7ha2
Stay,stay,k-pop,2020-11-20,03:24,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,211,89736,62,https://open.spotify.com/track/0TdWVbcerMAcvljXrl9gpG
Dynamite,dynamite,k-pop,2020-11-20,03:19,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,950,82549,62,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
INTRO : Calling,intro : calling,k-pop,2020-07-14,01:24,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,181,19799,63,https://open.spotify.com/track/5raJ9QoZOdoRZ1MZOcygkR
Stay Gold,stay gold,k-pop,2020-07-14,04:03,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,892,5644,63,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
Boy With Luv - Japanese ver.,boy with luv - japanese ver.,k-pop,2020-07-14,03:50,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,574,38247,63,https://open.spotify.com/track/1GAAUZBTaIM1LwNpOJQJrZ
Make It Right - Japanese ver.,make it right - japanese ver.,k-pop,2020-07-14,03:45,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,775,77298,63,https://open.spotify.com/track/6P0Ni8GrnwRScC4uk8tKqM
Dionysus - Japanese ver.,dionysus - japanese ver.,k-pop,2020-07-14,04:08,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,558,70679,63,https://open.spotify.com/track/6j0NiWoRQDiNC05RwVVZNa
IDOL - Japanese ver.,idol - japanese ver.,k-pop,2020-07-14,03:43,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,925,95301,63,https://open.spotify.com/track/2vYF5MHeCNtqCVastthDAo
Airplane pt.2 - Japanese ver.,airplane pt.2 - japanese ver.,k-pop,2020-07-14,03:40,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,92,78613,63,https://open.spotify.com/track/4EeVAiJtyblHzvkN9sZCmM
FAKE LOVE - Japanese ver.,fake love - japanese ver.,k-pop,2020-07-14,04:03,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,841,26462,63,https://open.spotify.com/track/4jTEbIwCMcHSwlSEiR4NlQ
Black Swan - Japanese ver.,black swan - japanese ver.,k-pop,2020-07-14,03:18,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,875,87899,63,https://open.spotify.com/track/5smmjzMNkj4YSacTBH6taZ
ON - Japanese ver.,on - japanese ver.,k-pop,2020-07-14,04:07,https://i.scdn.co/image/ab67616d0000b273da9c76ed020a7894443a3f97,452,69685,63,https://open.spotify.com/track/2hhizKAVm9wNn0d2N05jkG
Intro : Persona,intro : persona,k-pop,2020-02-21,02:51,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,745,85741,64,https://open.spotify.com/track/7incJHhOl108CJBxylqc1z
Boy With Luv (Feat. Halsey),boy with luv (feat. halsey),k-pop,2020-02-21,03:49,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,474,23377,64,https://open.spotify.com/track/7lrqvdivAYRGEiO8JFP31G
Make It Right,make it right,k-pop,2020-02-21,03:46,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,441,50329,64,https://open.spotify.com/track/30YLyzfEjMQsXj4ZFslAmT
Jamais Vu,jamais vu,k-pop,2020-02-21,03:47,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,260,41274,64,https://open.spotify.com/track/0PpNBEXkjalflGCMMsBV5B
Dionysus,dionysus,k-pop,2020-02-21,04:09,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,355,25922,64,https://open.spotify.com/track/5LvqzuJCNpi2pNkJAX8mBT
Interlude : Shadow,interlude : shadow,k-pop,2020-02-21,04:19,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,396,23994,64,https://open.spotify.com/track/7om4LRoSct9hiMPo0fPn7m
Black Swan,black swan,k-pop,2020-02-21,03:18,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,538,38864,64,https://open.spotify.com/track/2EmcTFQ1rM11wp2ztsXTHa
Filter,filter,k-pop,2020-02-21,03:00,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,526,6229,64,https://open.spotify.com/track/4bZZVcgWWMWPBwzTTp642w
My Time,my time,k-pop,2020-02-21,03:54,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,632,61163,64,https://open.spotify.com/track/0YJFlxeHMUr9MxSDQVuQJA
Louder than bombs,louder than bombs,k-pop,2020-02-21,03:37,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,393,3147,64,https://open.spotify.com/track/4Aw8n6r2vuU0KUo1a2nftp
Intro : Persona,intro : persona,k-pop,2019-04-12,02:51,https://i.scdn.co/image/ab67616d0000b27318d0ed4f969b376893f9a38f,334,28355,65,https://open.spotify.com/track/2GXWzWPsYlTZcvVW8JIu69
Boy With Luv (feat. Halsey),boy with luv (feat. halsey),k-pop,2019-04-12,03:49,https://i.scdn.co/image/ab67616d0000b27318d0ed4f969b376893f9a38f,439,75146,65,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI
Mikrokosmos,mikrokosmos,k-pop,2019-04-12,03:44,https://i.scdn.co/image/ab67616d0000b27318d0ed4f969b376893f9a38f,177,60685,65,https://open.spotify.com/track/0jSccBRnhNU4KtACMQPvco
Make It Right,make it right,k-pop,2019-04-12,03:46,https://i.scdn.co/image/ab67616d0000b27318d0ed4f969b376893f9a38f,477,9715,65,https://open.spotify.com/track/3LSjYk6sFQaLi0MjtWcm8P
HOME,home,k-pop,2019-04-12,03:54,https://i.scdn.co/image/ab67616d0000b27318d0ed4f969b376893f9a38f,496,9647,65,https://open.spotify.com/track/6Yc3tjFCVR2bfAQFRTZBef
Jamais Vu,jamais vu,k-pop,2019-04-12,03:47,https://i.scdn.co/image/ab67616d0000b27318d0ed4f969b376893f9a38f,904,66823,65,https://open.spotify.com/track/7cgWWkpUaS94xoWI8lMGiI
Dionysus,dionysus,k-pop,2019-04-12,04:09,https://i.scdn.co/image/ab67616d0000b27318d0ed4f969b376893f9a38f,194,30186,65,https://open.spotify.com/track/2Wkm4JBcIV2uSuu4qlbqFN
Euphoria,euphoria,k-pop,2018-08-24,03:48,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,215,82300,66,https://open.spotify.com/track/5YMXGBD6vcYP7IolemyLtK
Trivia 起 : Just Dance,trivia  : just dance,k-pop,2018-08-24,03:45,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,958,82975,66,https://open.spotify.com/track/4YDHRtzm0OGuieCTVQjVuk
Serendipity (Full Length Edition),serendipity (full length edition),k-pop,2018-08-24,04:36,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,337,84704,66,https://open.spotify.com/track/1dS4l6xmdgEhCZTAhdOm4N
DNA,dna,k-pop,2018-08-24,03:43,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,289,15546,66,https://open.spotify.com/track/2ngmiq1KoYn3x25VOmvd8F
Dimple,dimple,k-pop,2018-08-24,03:16,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,229,30625,66,https://open.spotify.com/track/1rLkzFZdokhx6Wcs80uvnw
Trivia 承 : Love,trivia  : love,k-pop,2018-08-24,03:45,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,340,68821,66,https://open.spotify.com/track/6bSwpQYEguyMlkCoWiBt3Y
Her,her,k-pop,2018-08-24,03:48,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,142,30291,66,https://open.spotify.com/track/6FHVHycPPTQp6aAHjLhzFT
Singularity,singularity,k-pop,2018-08-24,03:16,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,214,6677,66,https://open.spotify.com/track/2ApfJvLr7RbhJl6NOVhEu6
FAKE LOVE,fake love,k-pop,2018-08-24,04:02,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,543,43937,66,https://open.spotify.com/track/6a0gRYXKK0YU69cXaB2RrK
